death_indicators,name,ticker
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Insolar,XNS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Instapay,IPC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Intcoin,INT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Intellos Token,ITX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Internet Of Services Token,IOST
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Internet Peso,IPO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Intersteller Hold,HOLD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Invacio,INV
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Inven,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Investcoin,INVC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Involve,IQO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Ishacoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Isra Coin,IRA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Italycoin,ITC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Iungo,LNG
"Inactive Twitter,Low Volume,Not Listed on exchanges",Ivy Mining,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Ivykoin,IVK
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Ixcoin,IXC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Izerioum,IZER
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Jaagcoin,JAAG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Jasoncoin,N/A
"Inactive Development,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Jasonedwardscoin,JEC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Jennycoin,JNY
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Jerkcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Jerkycoin,JKY
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Jesus Coin,JC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Jewels,JWL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Jezuscoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Jincoin,JIN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Jiyo,JIYO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Joecoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Joytoken,JOH
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Jse Coin,JSE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Juggalocoin,JUG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Junnoncoin,JNC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",K82,K82
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kabutocoin,KBC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kakacoin,KKC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Karatgold Or Karatcoinbank Or Karatbars,KBC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Karmacoin,KARMA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Karpcoin,KARP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Karpelescoin,KAR
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Kashhcoin,KASHH
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kashmircoin,KSC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kegcoin,KEG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kegcoin,KEG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Keisercoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Kencoin,KCN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Keplertek Token,KEP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Kerberos Coin,KRC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Kevincoin,KCX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Khalsacoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Kibo,KIBIT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kickerroom,KRM
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Kicksoccercoin,KSOC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kidbizo,KIDS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kiffercoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Killercoin,KILR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kimcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kimdotcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kimocoin,KMC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Kingcoin,KNG
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Kingmoney,KIM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kitty Coin,KITTY
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Klingon Empire Darsek,KED
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Knowledge,KNW
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Knoxcoin,KNX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Koindashian,KOIN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Komodore64,K64
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Konacoin,KONA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Konios,KON
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Kraken,KC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Krakencoin,KC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Kreds,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kreita,KRT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Krios,GIG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kriptacoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Krugercoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Krugmancoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Kubera,KBR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kudos,KDS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Kumacoin,KUMA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Kushcoin,KHC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Kyc Legal,KYC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Kz Cash,KZC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lajtcoin,LAC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Lake Banker,BAC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Lamoneda,LMA
"Inactive Development,Low Volume,Not Listed on exchanges",Lanacoin,LANA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Lazooz,ZOOZ
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Leacoin,LEA
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Leadcoin,LDC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lebowskis,LBW
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lebowskis,LBW
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Legend Coin,LGD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Legendarycoin,LGD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Legends Room,LGD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Legitcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Lelecoin,LELE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lemmon,LMN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lemoncoin,LMC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Lend Connect,LCT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Lendconnect,LCT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Lendingblock,LND
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Leprocoin,LPC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Levelcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Leviar,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Libereum,LIBER
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Lif,LIF
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Light Bit,
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Lightpaycoin,LPC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lightvelocitycoin,LVC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Limecoin,LC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Limecoinlite,LCL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Limecoinx,LIMX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lindax,LX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Lines,LNS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Linx,LINX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lionsea,LST
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Liquid Regenerative Medicine Coin,LRM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Liquidcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Lisa,LISA
"Inactive Development,Low Volume,Not Listed on exchanges",Lite Doge,LDOGE
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Litecoin Plus,LCP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Litecoindiamond,LDD
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Litecoinhd,LHD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",LitecoinRed,LTCRED
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Litecoinx,LTCX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Live Stars,LIVE
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Livecoin,LVC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Liza,LIZA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lizun,LIZUN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",LL Token,LLT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Local World Forwarders,LWF
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Locus Chain,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lolcoin,LOL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Loligo,LLG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Looix,LOOIX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Loopx,LPX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Lottery Tickets,TIX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Lottocoin,LOT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lotus,LOTUS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Loyalcoin,LYL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lrm Coin,LRM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",LuckCash,LCK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Luckjupiter Coin,LAKE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lucky7Coin,LK7
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Luka,LUK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Lukecoin,LMC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Lycancoin,LYC
"Inactive Development,Low Volume,Not Listed on exchanges",Lyra,LYR
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Machinecoin,MAC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Maecenas,ART
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Magi,XMG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Magiccoin,MGC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Magicoin,MAGIC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Magos,MAG
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Mainston,STON
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Maki,MAKI
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Malecoin,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Mandala,MDX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Mando,MANDO
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Manna,MANNA
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Mano Coin,MANO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Maplecoin,MPL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Mapping Aggregation Platform,MPLT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Marekcoin,MRC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Marijuanacoin,MAR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Marine Chain Token,TMCT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Mariocoin,N/A
"Low Volume,Not Listed on exchanges",Martexcoin,MXT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Martexcoin,MXT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Maryjane Coin,MARYJ
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Mass.Cloud,MASS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Mavro,MAVRO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Maze,MAZE
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Mcap,MCAP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Mcx Coin,MCX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Md Tokens,MDTK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Mediacoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Mediterraneancoin,MED
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Medx Protocol,MEDX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Meetip,MTIP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Meetip,MTIP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Megcoin,MEG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Melange,SPICE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Memecoin,MEM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Memorycoin,MMC
"Inactive Development,Low Volume,Not Listed on exchanges",Menlo One,ONE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Meowth token,MEOWTH
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Mercury Protocol,
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Merit,MRT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Meta Cash,META
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Metabase Network,MBT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Mfchain,MFX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Micromoney,AMM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Midascoin,MID
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Milancoin,MLC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Millennium Coin,MILL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Millionairecoin,MIL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Minax,MINAX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Mindexcoin,MIC
"Inactive Twitter,Not indexed,Not Listed on exchanges,Website Down",Miner One,MIO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Minerals,MIN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Minercoin,MC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Minexcoin,MNX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Minexo,MXO
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Mingocoin,XMC
"Inactive Development,Low Volume,Not Listed on exchanges",Mintcoin,MINT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Miracletele,TELE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Mirq,MRQ
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Mjollnircoin,MNR
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Mktcoin,MLM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Mmjcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Mnex,MNEX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Mobile Crypto Pay Coin,MCPC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Modum,MOD
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Moirai,MOI
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Molecule,MOL
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Monero Gold,XMRG
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Monero Original,XMO
"Inactive Development,Low Volume,Not Listed on exchanges,Website Down",Monerov,XMV
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Monetaverde,MCN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Monetize Coin,MZI
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Monetizecoin,MNZ
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Moneyenom,MYM
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Moneytoken,IMT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Monyx,MYX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Moonstone Dac,XMS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Morgan Coin,MRC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Mousecoin,MIC3
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Mtgoxcoin,GOX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Muniti,MUN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Murmur,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Murraycoin,MRY
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Mutcoin,MUT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Mvp,MVP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Mvp Token,MVP
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Mydexpay,XMD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",N5Coin,N5X
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Naanayam,NYM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nakacoin,NKC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Naked Dollar,NKD
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Nametoken,NAT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Nanjcoin,NANJ
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nanohealthcare token,NHCT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nanotoken,NAN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Nauticus Exchange,NTS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Nautiluscoin,NAUT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nbcoin,NBC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Needs Coin,NEEDS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Neo Gold,NEOG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Neoncoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Netavo,AVO
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Neucoin,NEU
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Neworkoin,NWK
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Nexium,NXC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nexuscoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Nexxo,NEXXO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nielsencoin,NCKPH
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nigger,NGR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nightcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Nimfamoney,NIMFA
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Niobio Cash,NBR
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Nioshares,NIOSHARES
"Inactive Development,Low Volume,Not Listed on exchanges",Nitro,NOX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Niuecoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Noahcoin,NOAH
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nodecash,ANN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Nodecoin,NODE
